調査日,医療機関名,病院URL,緯度,経度,外来_平日,外来_土日,入院,救急
2020-03-17,あおばウィメンズ　ホスピタル,https://www.aobahospital.com/,35.5496,139.5174,通常,通常,通常,なし
2020-03-17,市ヶ尾病院,https://ichigaohp.jp/,35.548,139.54,通常,通常,通常,なし
2020-03-17,医療法人社団博慈会　青葉さわい病院,https://www.aoba-sawai.or.jp/,35.5731,139.5383,通常,通常,通常,通常
2020-03-17,医療法人社団明芳会　横浜新都市脳神経外科病院,https://www.yokohama-shintoshi.jp/,35.5601,139.5586,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-17,医療法人社団緑成会　横浜総合病院,https://yokoso.or.jp/,35.5702,139.5268,通常,通常,通常,通常
2020-03-17,医療法人社団一成会　たちばな台病院,https://tachibanadai-hp.com/,35.554,139.5137,通常,通常,通常,通常
2020-03-17,緑協和病院,http://midorikyouwahp.com/,35.5658,139.4802,通常,通常,通常,通常
2020-03-17,昭和大学藤が丘病院,http://www.showa-u.ac.jp/SUHF/index.html,35.5449,139.5292,通常,通常,通常,通常
2020-03-17,昭和大学藤が丘リハビリテーション病院,http://www.showa-u.ac.jp/SUHR/index.html,35.5446,139.5267,通常,通常,通常,なし
2020-03-17,医療法人社団若葉会　つづき病院,http://www.e-wakaba.jp/facilities/,35.5386,139.5484,通常,通常,通常,なし
2020-03-17,昭和大学横浜市北部病院,http://www.showa-u.ac.jp/SUHY/index.html,35.5466,139.57,通常,通常,通常,通常
2020-03-17,山本記念病院,https://www.yamamoto-kinen.or.jp/,35.5589,139.6124,通常,通常,通常,なし
2020-03-17,西横浜国際総合病院,https://www.nishiyokohama.or.jp/,35.3846,139.5146,通常,通常,通常,通常
2020-03-17,医療法人社団明芳会　新戸塚病院,http://www.ims.gr.jp/shintotsuka/,35.4344,139.5443,一部制約あり,なし,通常,なし
2020-03-17,医療法人横浜柏堤会　戸塚共立第２病院,https://www.tk2-hospital.com/,35.4053,139.5378,通常,通常,通常,通常
2020-03-17,医療生協かながわ生活協同組合戸塚病院,https://totsuka-hp.jp/,35.3902,139.5157,通常,通常,通常,通常
2020-03-17,十愛病院,http://www.jyuai.com/index.html,35.439,139.5493,通常,なし,通常,なし
2020-03-17,医療法人財団明理会　東戸塚記念病院,https://www.higashi-totsuka.com/,35.4317,139.5595,通常,通常,通常,通常
2020-03-17,医療法人横浜柏堤会　戸塚共立第１病院,http://www.tk1-hospital.com/,35.399,139.532,通常,通常,通常,通常
2020-03-17,独立行政法人国立病院機構横浜医療センター,https://yokohama.hosp.go.jp/,35.3797,139.5059,通常,通常,通常,通常
2020-03-17,横浜丘の上病院,http://okanouehospital.com/,35.4262,139.5722,通常,通常,通常,通常
2020-03-17,医療法人積愛会　横浜舞岡病院,http://www.y-maiokahp.or.jp/index_maioka.html,35.4101,139.5527,通常,通常,通常,なし
2020-03-17,平成横浜病院,https://yokohamahp.jp/,35.3891,139.5305,通常,通常,通常,通常
2020-03-17,十慈堂病院,http://www.keiseikai-med.jp/group/jujidou/index.html,35.3961,139.5574,通常,通常,通常,なし
2020-03-17,ふれあい東戸塚ホスピタル,http://www.fureai-g.or.jp/ht-hosp/,35.4381,139.5495,通常,通常,通常,通常
2020-03-17,国家公務員共済組合　連合会　横浜栄共済病院,https://www.yokohamasakae.jp/index.html,35.3636,139.5514,通常,なし,通常,通常
2020-03-17,栄聖仁会病院,http://seijinkai-sakae.jp/,35.3547,139.5515,通常,なし,一部制約あり,なし
2020-03-17,新中川病院,http://www.hoyukai.org/shin-nakagawa/index.htm,35.4487,139.5194,通常,通常,通常,なし
2020-03-17,横浜いずみ台病院,http://izumidai.net/,35.4357,139.498,通常,通常,通常,なし
2020-03-17,湘南泉病院,http://www.hoyukai.org/shonan-izumi/byoin/index.htm,35.4419,139.5112,通常,通常,通常,通常
2020-03-17,社会福祉法人親善福祉協会　国際親善総合病院,https://shinzen.jp/,35.4256,139.51,通常,通常,通常,通常
2020-03-17,医療法人横浜柏堤会　戸塚共立リハビリテーション病院,http://www.tkr-hospital.com/,35.4223,139.5009,通常,通常,通常,通常
2020-03-17,医療法人社団哺育会　横浜相原病院,http://www.yokohama-aihara.jp/,35.4467,139.5035,一部制約あり,なし,通常,通常
2020-03-17,医療法人社団美里会　瀬谷ふたつ橋病院,https://misatokai.jp/,35.4669,139.4936,通常,通常,一部制約あり,一部制約あり
2020-03-17,横浜甦生病院,http://seijinkai-yokohamakousei.jp/,35.4669,139.4804,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-17,医療法人愛生会　三ツ境病院,http://www.mitu.or.jp/,35.4652,139.5022,通常,通常,通常,なし
2020-03-17,恒春会馬嶋病院,http://majima-hospital.or.jp/,35.5244,139.6939,通常,通常,通常,なし
2020-03-17,日本鋼管病院,https://www.koukankai.or.jp/,35.5198,139.712,通常,通常,通常,通常
2020-03-17,川崎医療生活協同組合　川崎協同病院,http://www.kawasaki-kyodo.jp/,35.5221,139.7217,通常,通常,通常,通常
2020-03-17,川崎市立川崎病院,http://www.city.kawasaki.jp/32/cmsfiles/contents/0000037/37856/kawasaki/index.html,35.5267,139.7059,通常,なし,通常,通常
2020-03-17,宮川病院,http://www.miyagawa.or.jp/,35.5353,139.7252,通常,通常,通常,通常
2020-03-17,ＡＯＩ国際病院,http://www.aoikai.jp/aoiuniversalhospital/,35.5334,139.7458,通常,通常,通常,通常
2020-03-17,太田総合病院,https://www.ota-g-hospital.com/index.html,35.5281,139.696,通常,通常,通常,通常
2020-03-17,医療法人社団慶友会　第一病院,https://www.daiichi-hosp.jp/,35.5227,139.6977,通常,通常,通常,通常
2020-03-17,医療法人社団正慶会　栗田病院,http://www.kurita-hp.com/,35.5399,139.6671,通常,通常,通常,通常
2020-03-17,医療法人社団育成会　鹿島田病院,https://www.kashimada-h.com/,35.5528,139.6754,通常,通常,通常,なし
2020-03-17,社会医療法人財団　石心会川崎幸病院,https://saiwaihp.jp/,35.5284,139.6922,通常,通常,通常,通常
2020-03-17,関東労災病院,https://www.kantoh.johas.go.jp/,35.5685,139.6568,通常,なし,通常,通常
2020-03-17,聖マリアンナ医科大学　東横病院,http://marianna-toyoko.jp/,35.5747,139.6577,通常,通常,通常,通常
2020-03-17,京浜総合病院,https://keihin-ghp.or.jp/,35.5859,139.6311,通常,通常,通常,通常
2020-03-17,虎の門病院分院,https://www.toranomon.gr.jp/kajigaya/,35.5897,139.5997,通常,通常,通常,通常
2020-03-17,医療法人社団　ハートフル川崎病院,http://www.hkh.or.jp/,35.5968,139.6343,通常,通常,通常,なし
2020-03-17,帝京大学医学部附属　溝口病院,http://teikyo-mizonokuchi.jp/,35.603,139.615,通常,通常,通常,通常
2020-03-17,医療法人愛生会　有馬病院,http://www.arima-byouin.or.jp/,35.5763,139.5843,通常,通常,通常,通常
2020-03-17,一般財団法人聖マリアンナ会東横惠愛病院,https://www.st-marianna.com/,35.575,139.5825,通常,通常,通常,なし
2020-03-17,聖マリアンナ医科大学病院,https://www.marianna-u.ac.jp/hospital/,35.6007,139.5488,通常,通常,通常,通常
2020-03-17,医療法人花咲会　　かわさき記念病院,https://kkh.ne.jp/,35.5931,139.5306,通常,通常,通常,なし
2020-03-17,医療法人新光会　生田病院,http://www.ikuta-hp.jp/,35.6057,139.5253,通常,通常,通常,なし
2020-03-17,医療法人社団慶神会　武田病院,http://www.takeda-hp.jp/,35.6171,139.5731,通常,通常,通常,なし
2020-03-17,川崎市立多摩病院,http://marianna-tama.jp/,35.6198,139.5725,通常,通常,通常,通常
2020-03-17,医療法人社団総生会　麻生リハビリ総合病院,https://www.souseikai.net/rehabilitation,35.5845,139.4972,通常,通常,通常,なし
2020-03-17,医療法人社団晃進会　たま日吉台病院,https://tamahiyoshi.or.jp/,35.5866,139.5262,通常,一部制約あり,通常,一部制約あり
2020-03-17,川崎田園都市病院,http://kawadenhp.com/,35.5974,139.4855,通常,通常,通常,通常
2020-03-17,医療法人社団総生会　麻生総合病院,https://www.souseikai.net/general,35.5858,139.4966,通常,通常,通常,通常
2020-03-17,柿生記念病院,http://www.kakiokinenhp.com/,35.587,139.4964,通常,通常,通常,なし
2020-03-17,重症児・者福祉医療施設ソレイユ川崎,https://www.misasakai-soleil.com/,35.6219,139.5069,通常,通常,なし,なし
2020-03-17,医療法人社団晃進会　川崎みどりの病院,http://k-midorino.or.jp/,35.5877,139.5246,通常,通常,通常,なし
2020-03-17,医療法人社団三成会　新百合ヶ丘総合病院,http://www.shinyuri-hospital.com/,35.6038,139.4991,通常,通常,通常,通常
2020-03-17,医療法人財団明理会　相原病院,https://aihara-hp.jp/,35.5989,139.3171,通常,通常,通常,なし
2020-03-17,晃友脳神経外科眼科病院,https://koyu.or.jp/noge/,35.5749,139.323,通常,通常,通常,通常
2020-03-17,相和病院,https://www.sowa-hospital.or.jp/,35.5735,139.3263,通常,通常,通常,通常
2020-03-17,広瀬病院,http://www.hirose-hospital.com/,35.5941,139.3004,通常,通常,通常,通常
2020-03-17,医療法人社団早雲会　相模湖病院,https://sounkai.com/sagamiko_hp/,35.5923,139.2042,一部制約あり,なし,一部制約あり,なし
2020-03-17,相模原赤十字病院,http://www.sagamihara.jrc.or.jp/,35.5838,139.2611,通常,通常,通常,通常
2020-03-17,神奈川県厚生農業協同組合連合会　相模原協同病院,http://sagamiharahp.openersv.work/,35.5959,139.3407,通常,通常,通常,通常
2020-03-17,医療法人社団清伸会　ふじの温泉病院,http://www.fujino-hp.or.jp/hospital/html/index2.htm,35.5916,139.1325,通常,なし,通常,なし
2020-03-17,医療法人社団悠心会　森田病院,https://userweb.pep.ne.jp/moritahp/,35.5902,139.2314,通常,通常,通常,通常
2020-03-17,総合相模更生病院,http://www.sagami-kouseibyouin.or.jp/,35.581,139.3727,通常,通常,通常,通常
2020-03-17,中村病院,http://www.nakamurahospi.jp/,35.5549,139.3568,通常,通常,一部制約あり,なし
2020-03-17,医療法人社団仁和会　さがみ仁和会病院,http://www.jinwakai.com/,35.5773,139.3779,通常,通常,通常,通常
2020-03-17,医療法人社団白寿会　田名病院,https://www.tanabyouin.com/,35.5308,139.3546,一部制約あり,一部制約あり,一部制約あり,なし
2020-03-17,梨本病院,公式HP無し,35.5579,139.3791,通常,通常,通常,通常
2020-03-17,相模原中央病院,http://sagamihara-chuo-hospital.jp/,35.5684,139.3731,一部制約あり,一部制約あり,停止,停止
2020-03-17,独立行政法人　地域医療機能推進機構相模野病院,https://sagamino.jcho.go.jp/,35.5729,139.3886,通常,なし,通常,通常
2020-03-17,渕野辺総合病院,http://www.sowa.or.jp/fuchinobe/,35.5716,139.3921,通常,通常,通常,通常
2020-03-17,相模原友愛温泉病院,http://www.yuuai-byouinkai.or.jp/facilities/sagamihara/,35.5373,139.391,通常,通常,通常,通常
2020-03-17,丘整形外科病院,http://orange.zero.jp/okahp.sky/,35.5143,139.4047,通常,通常,通常,通常
2020-03-17,小松会病院,http://www.komatsukai.com/,35.5216,139.3996,通常,通常,通常,なし
2020-03-17,相模原南病院,http://minami-h.or.jp/,35.5497,139.4146,なし,なし,通常,なし
2020-03-17,東芝林間病院,http://www.rinkanhp.com/,35.5202,139.4417,通常,通常,通常,通常
2020-03-17,北里大学病院,https://www.kitasato-u.ac.jp/khp/,35.5674,139.2666,通常,通常,通常,通常
2020-03-17,慈誠会病院,https://www.jiseikai.com/,35.5297,139.4344,通常,通常,通常,通常
2020-03-17,医療法人社団昌栄会　相模大野病院,https://sagamiono-hospital.com/,35.5315,139.4388,一部制約あり,一部制約あり,通常,なし
2020-03-17,独立行政法人国立病院機構相模原病院,https://sagamihara.hosp.go.jp/,35.5205,139.4111,通常,通常,通常,通常
2020-03-17,医療法人社団博奉会　相模ケ丘病院,http://www.hakuhou-kai.or.jp/,35.5207,139.3861,通常,通常,通常,なし
2020-03-17,医療法人相愛会　相愛病院,http://souai-hp.or.jp/,35.525,139.375,通常,通常,通常,通常
2020-03-17,森下記念病院,http://www.morishita.or.jp/,35.5233,139.4365,なし,なし,なし,なし
2020-03-17,相模病院,https://www.sagami-hp.com/,35.5432,139.4256,通常,なし,通常,なし
2020-03-17,相模原療育園,http://www.jikeiryouikukai.or.jp/,35.5437,139.4222,一部制約あり,なし,通常,なし
2020-03-17,ワゲン療育病院長竹,http://www.wagen.or.jp/nagatake/,35.5674,139.2666,なし,なし,なし,なし
2020-03-17,医療法人横浜柏堤会よこすか浦賀病院,http://www.uraga-hp.com/,35.5677,139.2672,通常,通常,通常,通常
2020-03-17,神奈川歯科大学附属病院,http://www.kdu.ac.jp/hospital/,35.2848,139.6704,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-17,横須賀市立うわまち病院,https://www.jadecomhp-uwamachi.jp/,35.2718,139.6683,通常,通常,通常,通常
2020-03-17,社会福祉法人日本医療伝道会総合病院衣笠病院,http://www.kinugasa.or.jp/,35.2555,139.6616,通常,なし,通常,通常
2020-03-17,自衛隊横須賀病院,https://www.mod.go.jp/msdf/yhl/,35.2938,139.6352,通常,通常,通常,通常
2020-03-17,横須賀市立市民病院,https://www.jadecom.or.jp/jadecomhp/yokosuka-shimin/html/,35.2227,139.6272,通常,通常,通常,通常
2020-03-17,独立行政法人国立病院機構久里浜医療センター,https://kurihama.hosp.go.jp/,35.2118,139.7033,通常,通常,通常,通常
2020-03-17,医療法人社団聖ルカ会　パシフィックホスピタル,http://www.pacific-hospital.jp/,35.2117,139.7119,通常,通常,通常,なし
2020-03-17,聖ヨゼフ病院,https://www.st-joseph.jp/,35.2806,139.6661,通常,なし,通常,通常
2020-03-17,国家公務員共済組合連合会横須賀共済病院,https://www.ykh.gr.jp/,35.277,139.6742,通常,通常,通常,通常
2020-03-17,ライフゆう,http://minato-yuu.or.jp/place/lifeyuu/,35.2546,139.6077,通常,通常,通常,通常
2020-03-17,藤沢御所見病院,http://www.goshomi.jp/,35.3943,139.4086,通常,通常,通常,通常
2020-03-17,藤沢脳神経外科病院,http://www.fujisawanougeka.jp/,35.3203,139.4862,通常,通常,通常,通常
2020-03-17,湘南第一病院,http://shonan-daiichi.jp/,35.3952,139.4689,一部制約あり,一部制約あり,通常,通常
2020-03-17,湘南長寿園病院,http://chojuen.com/,35.3528,139.4806,通常,なし,通常,なし
2020-03-17,一般財団法人同友会　藤沢湘南台病院,http://www.fj-shonandai.jp/,35.417,139.4702,通常,通常,通常,通常
2020-03-17,医療法人長谷川会　湘南ホスピタル,https://www.shohos.org/,35.333,139.4442,通常,通常,通常,なし
2020-03-17,湘南中央病院,https://www.swg.or.jp/,35.3428,139.4497,通常,通常,通常,通常
2020-03-17,藤沢市民病院,https://www.city.fujisawa.kanagawa.jp/hospital/,35.3507,139.482,通常,なし,通常,一部制約あり
2020-03-17,医療法人山内龍馬財団　山内病院,http://www.yamauchi.or.jp/,35.3378,139.49,通常,通常,通常,通常
2020-03-17,医療法人徳洲会　　湘南藤沢徳洲会病院,https://fujisawatokushukai.jp/,35.3412,139.4446,通常,通常,通常,通常
2020-03-17,医療法人社団健育会　湘南慶育病院,https://keiiku.gr.jp/,35.3908,139.4313,通常,通常,通常,通常
2020-03-17,茅ヶ崎新北陵病院,https://www.fureai-g.or.jp/hokuryou/,35.3688,139.4127,通常,通常,通常,なし
2020-03-17,湘南さくら病院,https://www.fureai-g.or.jp/sakura/,35.3657,139.4112,通常,なし,通常,なし
2020-03-17,湘南東部総合病院,https://www.fureai-g.or.jp/toubu/,35.3475,139.3923,通常,通常,通常,通常
2020-03-17,茅ヶ崎市立病院,https://hosp.city.chigasaki.kanagawa.jp/,35.3402,139.4155,通常,通常,通常,通常
2020-03-17,医療法人徳洲会　　茅ヶ崎徳洲会病院,https://www.chigasakitokushukai.jp/,35.331,139.4127,通常,通常,通常,通常
2020-03-17,宗教法人寒川神社　寒川病院,http://www.samukawabyouin.com/,35.3737,139.3816,通常,通常,通常,通常
2020-03-17,医療法人社団朋友会　けやきの森病院,https://www.keyakinomori.jp/,35.3851,139.3829,通常,通常,通常,通常
2020-03-17,医療法人研水会　平塚病院,http://www.kensuikai.or.jp/hiratuka/,35.3325,139.3033,通常,通常,通常,通常
2020-03-17,医療法人社団水野会　平塚十全病院,http://sp.hiratsuka-juzen.com/,35.3338,139.3011,なし,なし,なし,なし
2020-03-17,国家公務員共済組合　連合会平塚共済病院,https://www.kkr.hiratsuka.kanagawa.jp/,35.338,139.338,通常,通常,通常,通常
2020-03-17,ふれあい平塚ホスピタル,http://www.fureai-g.or.jp/fhh/,35.3195,139.3527,通常,通常,通常,なし
2020-03-17,医療法人研水会　高根台病院,http://www.kensuikai.or.jp/takanedai/,35.3279,139.3106,通常,なし,通常,なし
2020-03-17,社会福祉法人 恩賜財団済生会支部 神奈川県済生会湘南平塚病院,https://www.hiratsuka.saiseikai.or.jp/,35.3328,139.3397,通常,通常,通常,通常
2020-03-17,平塚市民病院,https://www.hiratsuka-city-hospital.jp/,35.3366,139.3253,通常,通常,通常,通常
2020-03-17,東海大学大磯病院,https://www.tokai.ac.jp/oisohosp/,35.311,139.2751,通常,通常,通常,通常
2020-03-17,独立行政法人国立病院機構神奈川病院,http://kanagawa-hosp.jp/,35.3867,139.2301,通常,通常,通常,通常
2020-03-17,秦野病院,http://www.hatanohp.or.jp/,35.3857,139.1943,通常,通常,通常,なし
2020-03-17,秦野赤十字病院,http://hadano-jrc.jp/,35.3608,139.2294,通常,なし,通常,通常
2020-03-17,医療法人社団三喜会　鶴巻温泉病院,http://www.sankikai.or.jp/tsurumaki/,35.3829,139.2797,一部制約あり,なし,通常,なし
2020-03-17,医療法人社団仁輪会　くず葉台病院,http://www.kuzuhadai.com/,35.3811,139.2259,通常,通常,通常,通常
2020-03-17,医療法人丹沢病院,https://www.tanzawahp.or.jp/,35.3908,139.1829,通常,通常,通常,通常
2020-03-17,医療法人杏林会　八木病院,https://kyourinkai-yagi.com/,35.3725,139.2263,通常,通常,通常,通常
2020-03-17,みくるべ病院,http://www.bmk.or.jp/mikurube/,35.4043,139.1571,通常,通常,通常,通常
2020-03-17,秦野厚生病院,http://www.hatanokousei.jp/,35.3701,139.272,通常,なし,通常,なし
2020-03-17,東海大学医学部付属病院,https://www.fuzoku-hosp.tokai.ac.jp/,35.4068,139.3152,通常,通常,通常,通常
2020-03-17,医療法人社団三井会　伊勢原日向病院,https://i-hp.net/,35.4302,139.2915,通常,一部制約あり,通常,なし
2020-03-17,大船中央病院,https://www.ofunachuohp.net/,35.3518,139.5378,通常,通常,一部制約あり,通常
2020-03-17,医療法人財団額田記念会額田記念病院,http://nukada.info/,35.3121,139.5589,通常,通常,なし,なし
2020-03-17,医療法人大樹会　ふれあい鎌倉ホスピタル,https://www.fureai-g.or.jp/kamakura-hp/,35.3179,139.5488,通常,通常,通常,通常
2020-03-17,メンタルホスピタルかまくら山,https://mumingroup.jp/kamakurayama/,35.3176,139.5243,通常,なし,通常,なし
2020-03-17,鈴木病院,https://www.suzuki-hp.ne.jp/,35.3071,139.5014,通常,通常,通常,通常
2020-03-17,鎌倉リハビリテーション聖テレジア病院,http://www.st-therese-hp.jp/,35.3081,139.5009,一部制約あり,なし,一部制約あり,なし
2020-03-17,小さき花の園,https://www.chiisaki.com/,35.3081,139.5009,通常,なし,一部制約あり,なし
2020-03-17,医療法人養生院　清川病院,http://www.kiyokawa-hp.or.jp/,35.3213,139.5542,通常,通常,通常,通常
2020-03-17,鎌倉ヒロ病院,http://www.kamakurahilo.jp/,35.313,139.5516,通常,通常,通常,通常
2020-03-17,一般財団法人　鎌倉病院,https://kamakurahospital.or.jp/,35.3154,139.5347,通常,通常,通常,通常
2020-03-17,医療法人湘和会　湘南記念病院,http://www.syonankinenhp.or.jp/,35.3295,139.5172,通常,通常,通常,通常
2020-03-17,医療法人沖縄徳洲会　湘南鎌倉総合病院,https://www.shonankamakura.or.jp/,35.3455,139.5151,通常,通常,通常,通常
2020-03-17,医療法人社団則天会　逗子病院,http://www.zushi.jp/,35.2974,139.5955,通常,通常,通常,なし
2020-03-17,三浦市立病院,http://www.city.miura.kanagawa.jp/byouin/,35.1448,139.6276,通常,通常,通常,通常
2020-03-17,西湘病院,http://www.seishou.or.jp/,35.2649,139.1601,通常,通常,通常,通常
2020-03-17,医療法人社団帰陽会　丹羽病院,http://www.kiyoukai.jp/niwahosp/,35.261,139.1516,通常,通常,通常,通常
2020-03-17,独立行政法人国立病院機構箱根病院,https://hakone.hosp.go.jp/,35.2475,139.1288,通常,なし,通常,なし
2020-03-17,太陽の門,https://kazamatsurinomori.or.jp/,35.2489,139.1315,通常,通常,一部制約あり,なし
2020-03-17,医療法人社団三暉会　永井病院,http://www.nagai.or.jp/,35.2781,139.1816,通常,通常,通常,通常
2020-03-17,小田原市立病院,http://www.city.odawara.kanagawa.jp/hospital/,35.2678,139.1515,通常,なし,通常,通常
2020-03-17,医療法人尽誠会　山近記念総合病院,https://www.yamachika-hp.jp/,35.2767,139.2037,通常,通常,通常,通常
2020-03-17,医療法人小林病院,http://www.kobayashihp.or.jp/,35.2536,139.1587,通常,通常,通常,通常
2020-03-17,公益財団法人積善会　曽我病院,https://www.soga-hp.com/,35.303,139.1812,通常,通常,通常,通常
2020-03-17,特定医療法人清輝会　国府津病院,http://www.seikikai.or.jp/,35.2835,139.1985,通常,通常,通常,なし
2020-03-17,医療法人同愛会　小澤病院,https://www.ozawa-hospital.com/,35.2519,139.1589,通常,通常,通常,通常
2020-03-17,医療法人邦友会　小田原循環器病院,http://ojh.or.jp/,35.2883,139.1762,通常,通常,通常,通常
2020-03-17,特定医療法人社団研精会　箱根リハビリテーション病院,https://www.kensei-hakone.com/,35.265,139.0178,通常,なし,通常,なし
2020-03-17,一般財団法人生活保健協会　湯河原中央温泉病院,http://www.yugawara-hp.com/,35.1513,139.112,通常,なし,通常,なし
2020-03-17,湯河原胃腸病院,https://yugawara-icho.or.jp/,35.1435,139.1041,通常,通常,通常,通常
2020-03-17,独立行政法人　地域医療機能推進機構　湯河原病院,https://yugawara.jcho.go.jp/,35.1444,139.0785,通常,通常,通常,通常
2020-03-17,大内病院,http://oouchi-hp.com/,35.3133,139.116,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-17,医療法人社団明芳会　　北小田原病院,http://www.ims.gr.jp/kitaodawara/,35.3308,139.0601,通常,通常,通常,なし
2020-03-17,医療法人藤誠会　佐藤病院,https://www.sato-hsp.jp/,35.3262,139.1534,通常,通常,通常,通常
2020-03-17,神奈川県立足柄上病院,http://ashigarakami.kanagawa-pho.jp/,35.3459,139.1438,通常,なし,通常,通常
2020-03-17,相州病院,http://www.soushu.jp/,35.5061,139.3088,通常,なし,通常,なし
2020-03-17,仁厚会病院,http://www.jinkohkai.or.jp/medical.html,35.4407,139.3607,通常,通常,通常,通常
2020-03-17,神奈川リハビリテーション病院,https://www.kanariha-hp.kanagawa-rehab.or.jp/,35.4402,139.2962,通常,なし,通常,なし
2020-03-17,医療法人沖縄徳洲会　湘南厚木病院,https://www.shonan-atsugi.jp/,35.4327,139.3536,通常,通常,通常,通常
2020-03-17,医療法人弘徳会　愛光病院,http://www.aikou-hospital.or.jp/,35.4513,139.3565,通常,通常,通常,通常
2020-03-17,厚木市立病院,https://www.atsugicity-hp.jp/,35.4489,139.3602,通常,通常,通常,通常
2020-03-17,神奈川中央病院,https://kanagawachuo-hospital.com/,35.4912,139.3666,通常,なし,通常,なし
2020-03-17,医療法人社団葵会 ＡＯＩ七沢リハビリテーション病院,http://www.aoikai.jp/nanasawa-reha/,35.4479,139.292,一部制約あり,なし,通常,なし
2020-03-17,湘陽かしわ台病院,http://syokashi-hp.or.jp/,35.4643,139.4163,通常,停止,一部制約あり,一部制約あり
2020-03-17,社会医療法人ジャパンメディカルアライアンス　海老名総合病院,http://ebina.jinai.jp/,35.4474,139.3856,通常,通常,通常,通常
2020-03-17,医療法人社団神愛会　オアシス湘南病院,http://www.shinnaikai-medical.or.jp/,35.4197,139.3915,一部制約あり,なし,一部制約あり,なし
2020-03-17,医療法人社団一真会　座間厚生病院,http://www.zamaayase-ishikai.or.jp/publics/index/17/,35.4903,139.4193,通常,通常,一部制約あり,なし
2020-03-17,医療法人興生会　相模台病院,https://www.sagamidai.com/,35.5069,139.4281,通常,通常,通常,通常
2020-03-17,医療法人社団昌栄会　相武台病院,https://www.smg-net.com/soubudai/,35.5059,139.4118,通常,通常,一部制約あり,通常
2020-03-17,社会医療法人ジャパンメディカルアライアンス　座間総合病院,https://zama.jinai.jp/,35.4942,139.4007,通常,通常,通常,通常
2020-03-17,愛川北部病院,http://hokubu.or.jp/hp/,35.5303,139.3219,通常,通常,通常,通常
2020-03-17,医療法人社団増田厚生会清川遠寿病院,http://kiyokawa-enjyu.com/,35.49,139.2734,停止,停止,一部制約あり,なし
2020-03-17,南大和病院,http://www.minamiyamato-hosp.or.jp/,35.4331,139.4695,一部制約あり,一部制約あり,一部制約あり,一部制約あり
2020-03-17,医療法人徳洲会　大和徳洲会病院,https://www.yth.or.jp/,35.4689,139.4581,通常,通常,通常,通常
2020-03-17,みどり野リハビリテーション病院,http://www.midorino-hp.jp/,35.5022,139.4455,通常,通常,通常,なし
2020-03-17,社会医療法人三栄会中央林間病院,https://www.hospital-crg.net/,35.5084,139.446,通常,通常,通常,通常
2020-03-17,医療法人正史会　大和病院,http://yamato-hospital.or.jp/,35.479,139.4575,通常,通常,通常,通常
2020-03-17,大和市立病院,https://www.yamatocity-mh.jp/,35.4868,139.4592,通常,通常,通常,通常
2020-03-17,医療法人社団哺育会　桜ヶ丘中央病院,http://www.sakura-hp.or.jp/,35.4515,139.4648,通常,通常,一部制約あり,通常
2020-03-17,愛育病院,http://www.aiiku-hos.or.jp/,35.4967,139.4444,通常,通常,通常,なし
2020-03-17,大和成和病院,https://www.fureai-g.or.jp/seiwa/,35.4952,139.4355,通常,通常,通常,通常
2020-03-17,医療法人社団柏綾会　綾瀬厚生病院,https://www.fureai-g.or.jp/ayase-hp/,35.4329,139.4309,通常,通常,通常,通常
2020-03-17,医療法人社団 協友会 横浜鶴見リハビリテーション病院,https://yt-reha.jp/,35.4979,139.6823,通常,なし,通常,なし
2020-03-17,医療法人社団清惠会　田村外科病院,http://tamurasurgical.jp/,35.5461,139.6918,通常,通常,一部制約あり,通常
2020-03-17,医療法人産育会　堀病院,https://www.hori-h.or.jp/,35.4683,139.4994,通常,通常,通常,通常
2020-03-17,総合新川橋病院,https://shinkawabashi.or.jp/,35.5269,139.7031,通常,通常,通常,通常
2020-03-17,医療法人社団正拓会　湘南太平台病院,https://shonan-taiheidai.or.jp/,35.3347,139.4676,一部制約あり,一部制約あり,通常,なし
2020-03-17,厚木佐藤病院,http://www.touwakai.com/,35.4334,139.3121,一部制約あり,一部制約あり,通常,一部制約あり
2020-03-17,総合高津中央病院,https://www.takatsuhosp.or.jp/,35.6007,139.6133,通常,通常,通常,通常
2020-03-17,くらた病院,http://www.kuratakai.or.jp/clinic/index.html,35.3607,139.3528,一部制約あり,一部制約あり,なし,なし
2020-03-17,医療法人社団いしずえ　湘南敬愛病院,http://shounankeiai-hp.jp/,35.3878,139.458,通常,通常,通常,なし
2020-03-17,鴨居病院,https://kamoibyouin.or.jp/,35.5053,139.5632,通常,通常,通常,通常
2020-03-17,日野原記念ピースハウス病院,https://www.peacehouse.jp/,35.3337,139.2385,なし,なし,通常,なし
2020-03-17,康心会汐見台病院,https://www.fureai-g.or.jp/shiomidai/,35.4015,139.6078,通常,通常,通常,通常
2020-03-17,医療法人鉄蕉会　亀田森の里病院,http://www.kameda-morinosato.com/ja/index.html,35.4463,139.3103,通常,通常,通常,通常
2020-03-17,医療法人社団柏信会　青木病院,http://aoki-hospital.or.jp/,35.2925,139.591,通常,通常,通常,なし
